Date,Place,Item,Quantity,Price,Category
11/4/2022,IUS Pharmacy & Grocery,"Acetaminophen, Chlorpheniramine, Dextromethorphan, Phenylephrine Suspension",1,195,Medical
3/3/2022,IUS Pharmacy & Grocery,"Acetaminophen, chlorpheniramine, dextromethorphan, and pseudoephedrine",1,293,Medical
7/16/2022,IUS Pharmacy & Grocery,Acetaminophen/Chlorpheniramine/Dextromethorphan/Pseudoephedrine Caps & Tabs,1,342,Medical
7/20/2022,IUS Pharmacy & Grocery,Acetaminophen/Chlorpheniramine/Dextromethorphan/Pseudoephedrine Liq & Syrup,1,346,Medical
4/19/2022,IUS Pharmacy & Grocery,Acetaminophen/Chlorpheniramine/Dextromethorphan/Pseudoephedrine Powder Pkt,1,146,Medical
4/19/2022,IUS Pharmacy & Grocery,"Acetaminophen, Chlorpheniramine, and Dextromethorphan Suspension",1,102,Medical
1/22/2022,IUS Pharmacy & Grocery,"Acetaminophen, chlorpheniramine, and phenylephrine",1,359,Medical
12/24/2022,IUS Pharmacy & Grocery,"Acetaminophen, Chlorpheniramine, and Phenylephrine Effervescent Tablets",1,366,Medical
11/9/2022,IUS Pharmacy & Grocery,"Acetaminophen, Chlorpheniramine, and Phenylephrine Tablets",1,168,Medical
4/25/2022,IUS Pharmacy & Grocery,"Acetaminophen, chlorpheniramine, and pseudoephedrine",1,388,Medical
1/6/2022,IUS Pharmacy & Grocery,"Acetaminophen, Chlorpheniramine, and Pseudoephedrine Capsules and Tablets",1,242,Medical
2/17/2022,IUS Pharmacy & Grocery,"Acetaminophen, Chlorpheniramine, and Pseudoephedrine Liquid",1,246,Medical
2/18/2022,IUS Pharmacy & Grocery,Acetaminophen and codeine,1,219,Medical
6/13/2022,IUS Pharmacy & Grocery,Acetaminophen and Codeine Oral Solution,1,160,Medical
1/11/2023,IUS Pharmacy & Grocery,Acetaminophen and Codeine Solution,1,187,Medical
3/19/2022,IUS Pharmacy & Grocery,Acetaminophen and Codeine Tablets,1,447,Medical
8/29/2022,IUS Pharmacy & Grocery,Acetaminophen Controlled-Release Tablets,1,282,Medical
8/28/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dexbrompheniramine, and Phenylephrine Tablets",1,155,Medical
10/19/2022,IUS Pharmacy & Grocery,Acetaminophen/Dexbrompheniramine/Pseudoephedrine Controlled-Release Tablets,1,447,Medical
10/1/2022,IUS Pharmacy & Grocery,Acetaminophen and dextromethorphan,1,394,Medical
3/3/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, and diphenhydramine",1,372,Medical
5/19/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, and doxylamine",1,390,Medical
4/17/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Doxylamine Capsules",1,386,Medical
2/9/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Doxylamine Liquid",1,290,Medical
11/19/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, doxylamine, and phenylephrine",1,358,Medical
1/13/2023,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, doxylamine, and pseudoephedrine",1,140,Medical
1/6/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Doxylamine, and Pseudoephedrine Capsules",1,220,Medical
12/27/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Doxylamine, and Pseudoephedrine Liquid",1,269,Medical
8/11/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, guaifenesin, and phenylephrine",1,361,Medical
10/24/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Guaifenesin, Phenylephrine Caps & Tabs",1,267,Medical
9/7/2022,IUS Pharmacy & Grocery,Acetaminophen/Dextromethorphan/Guaifenesin/Phenylephrine/Diphenhydramine,1,276,Medical
12/26/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Guaifenesin, and Phenylephrine Liquid",1,109,Medical
8/23/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, guaifenesin, and pseudoephedrine",1,391,Medical
5/1/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Guaifenesin, Pseudoephedrine Caps & Tabs",1,348,Medical
5/24/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Guaifenesin, and Pseudoephedrine Liquid",1,179,Medical
8/23/2022,IUS Pharmacy & Grocery,Acetaminophen/Dextromethorphan/Guaifenesin/Pseudoephedrine Powder Packs,1,294,Medical
5/24/2022,IUS Pharmacy & Grocery,Acetaminophen and Dextromethorphan Liquid,1,237,Medical
1/4/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, and phenylephrine",1,444,Medical
2/11/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Phenylephrine Capsules and Tablets",1,422,Medical
6/24/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, Phenylephrine, and Diphenhydramine",1,383,Medical
6/12/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Phenylephrine Liquid",1,351,Medical
9/10/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Phenylephrine Oral Drops",1,198,Medical
1/23/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Phenylephrine Pods",1,267,Medical
1/24/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Phenylephrine Powder Packets",1,368,Medical
3/13/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, and pseudoephedrine",1,381,Medical
1/10/2023,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Pseudoephedrine Capsules And Tablets",1,177,Medical
9/20/2022,IUS Pharmacy & Grocery,"Acetaminophen, Dextromethorphan, and Pseudoephedrine Liquid",1,441,Medical
10/5/2022,IUS Pharmacy & Grocery,"Acetaminophen, dextromethorphan, pseudoephedrine, and pyrilamine",1,366,Medical
5/21/2022,IUS Pharmacy & Grocery,Acetaminophen and diphenhydramine,1,401,Medical
12/30/2022,IUS Pharmacy & Grocery,"Acetaminophen, diphenhydramine, and phenylephrine",1,326,Medical
8/25/2022,IUS Pharmacy & Grocery,"Acetaminophen, Diphenhydramine, and Phenylephrine Liquid",1,278,Medical
11/3/2022,IUS Pharmacy & Grocery,"Acetaminophen, Diphenhydramine, and Phenylephrine Pods",1,227,Medical
12/21/2022,IUS Pharmacy & Grocery,"Acetaminophen, Diphenhydramine, and Phenylephrine Powder Packet",1,113,Medical
11/21/2022,IUS Pharmacy & Grocery,"Acetaminophen, Diphenhydramine, and Phenylephrine Tablets",1,335,Medical
5/20/2022,IUS Pharmacy & Grocery,"Acetaminophen, Diphenhydramine, and Pseudoephedrine Tablets",1,117,Medical
7/29/2022,IUS Pharmacy & Grocery,Acetaminophen and Diphenhydramine Tablets,1,400,Medical
4/8/2022,IUS Pharmacy & Grocery,Acetaminophen and Diphenhydramine Tablets (Sleep),1,179,Medical
2/15/2022,IUS Pharmacy & Grocery,Acetaminophen Dispersible Tablets,1,131,Medical
6/25/2022,IUS Pharmacy & Grocery,"Acetaminophen, Doxylamine, Dextromethorphan, and Phenylephrine Liquid",1,420,Medical
1/14/2023,IUS Pharmacy & Grocery,Acetaminophen Drops,1,244,Medical
8/5/2022,IUS Pharmacy & Grocery,"Acetaminophen, Guaifenesin, and Phenylephrine",1,189,Medical
3/17/2022,IUS Pharmacy & Grocery,"Acetaminophen, Guaifenesin, and Phenylephrine Liquid",1,143,Medical
4/1/2022,IUS Pharmacy & Grocery,Acetaminophen and Hydrocodone,1,225,Medical
1/25/2022,IUS Pharmacy & Grocery,Acetaminophen injection,1,431,Medical
11/18/2022,IUS Pharmacy & Grocery,Acetaminophen Intravenous,1,242,Medical
2/23/2022,IUS Pharmacy & Grocery,"Acetaminophen, Isometheptene, and Dichloralphenazone",1,366,Medical
12/23/2022,IUS Pharmacy & Grocery,Acetaminophen Liquid,1,142,Medical
4/21/2022,IUS Pharmacy & Grocery,"Acetaminophen, magnesium salicylate, and pamabrom",1,282,Medical
1/20/2022,IUS Pharmacy & Grocery,"Acetaminophen Oral, Rectal",1,294,Medical
8/4/2022,IUS Pharmacy & Grocery,Acetaminophen and Oxycodone,1,369,Medical
5/3/2022,IUS Pharmacy & Grocery,Acetaminophen and Pamabrom,1,169,Medical
5/28/2022,IUS Pharmacy & Grocery,"Acetaminophen, pamabrom, and pyrilamine",1,191,Medical
4/19/2022,IUS Pharmacy & Grocery,"Acetaminophen, Pamabrom, and Pyrilamine Tablets",1,131,Medical
1/2/2022,IUS Pharmacy & Grocery,"Acetaminophen, pheniramine, and phenylephrine",1,324,Medical
1/10/2022,IUS Pharmacy & Grocery,"Acetaminophen, Pheniramine, and Phenylephrine Powder Packets",1,383,Medical
9/19/2022,IUS Pharmacy & Grocery,Acetaminophen and phenylephrine,1,147,Medical
8/24/2022,IUS Pharmacy & Grocery,Acetaminophen and Phenylephrine Capsules,1,113,Medical
7/14/2022,IUS Pharmacy & Grocery,Acetaminophen and Phenylephrine Powder Packet,1,318,Medical
3/25/2022,IUS Pharmacy & Grocery,Acetaminophen and Phenylephrine Tablets,1,324,Medical
1/7/2022,IUS Pharmacy & Grocery,Acetaminophen and phenyltoloxamine,1,405,Medical
8/4/2022,IUS Pharmacy & Grocery,Acetaminophen and pseudoephedrine,1,205,Medical
1/19/2022,IUS Pharmacy & Grocery,Acetaminophen rectal,1,432,Medical
11/21/2022,IUS Pharmacy & Grocery,"Acetaminophen, Salicylamide, and Phenyltoloxamine",1,382,Medical
11/19/2022,IUS Pharmacy & Grocery,Acetaminophen Suppositories,1,325,Medical
9/1/2022,IUS Pharmacy & Grocery,Acetaminophen Suspension,1,447,Medical
4/19/2022,IUS Pharmacy & Grocery,Acetaminophen Suspension Drops,1,267,Medical
3/3/2022,IUS Pharmacy & Grocery,Acetaminophen Tablet,1,418,Medical
1/15/2022,IUS Pharmacy & Grocery,Acetaminophen and tramadol,1,204,Medical
1/19/2022,IUS Pharmacy & Grocery,Acetasol HC,1,301,Medical
2/4/2022,IUS Pharmacy & Grocery,Acetasol HC otic,1,150,Medical
6/2/2022,IUS Pharmacy & Grocery,Acetazolamide,1,151,Medical
1/18/2023,IUS Pharmacy & Grocery,Acetazolamide Capsules,1,312,Medical
6/12/2022,IUS Pharmacy & Grocery,Acetazolamide Injection Solution,1,156,Medical
7/8/2022,IUS Pharmacy & Grocery,Acetazolamide Sodium,1,409,Medical
2/27/2022,IUS Pharmacy & Grocery,Acetazolamide Sustained-Release Capsules,1,394,Medical
8/13/2022,IUS Pharmacy & Grocery,Acetazolamide Tablets,1,306,Medical
5/29/2022,IUS Pharmacy & Grocery,Acetic Acid,1,357,Medical
1/4/2022,IUS Pharmacy & Grocery,Acetic Acid and Aluminum Acetate Otic Solution,1,304,Medical
6/24/2022,IUS Pharmacy & Grocery,Acetic acid and hydrocortisone otic,1,333,Medical
4/4/2022,IUS Pharmacy & Grocery,Acetic acid irrigant,1,188,Medical
12/2/2022,IUS Pharmacy & Grocery,Acetic Acid Irrigation,1,247,Medical
7/8/2022,IUS Pharmacy & Grocery,Acetic Acid Irrigation Solution,1,264,Medical
2/2/2022,IUS Pharmacy & Grocery,Acetic acid otic,1,330,Medical
8/13/2022,IUS Pharmacy & Grocery,Acetic Acid/Oxyquinoline,1,378,Medical
1/8/2023,IUS Pharmacy & Grocery,"Acetic Acid, Propylene Glycol Diacetate, and Hydrocortisone",1,413,Medical
3/10/2022,IUS Pharmacy & Grocery,Acetic acid vaginal,1,445,Medical
3/14/2022,IUS Pharmacy & Grocery,Acetohydroxamic acid,1,179,Medical
6/8/2022,IUS Pharmacy & Grocery,"Acetone, isopropyl alcohol, and polysorbate Topical",1,432,Medical
2/27/2022,IUS Pharmacy & Grocery,Acetoxyl 10 Topical,1,395,Medical
1/16/2022,IUS Pharmacy & Grocery,Acetoxyl 20 Topical,1,323,Medical
4/1/2022,IUS Pharmacy & Grocery,Acetoxyl 2.5 Topical,1,159,Medical
3/16/2022,IUS Pharmacy & Grocery,Acetoxyl 5 Topical,1,142,Medical
1/3/2023,IUS Pharmacy & Grocery,Acetylcholine,1,212,Medical
11/10/2022,IUS Pharmacy & Grocery,Acetylcysteine,1,286,Medical
10/4/2022,IUS Pharmacy & Grocery,Acetylcysteine Effervescent Tablets,1,169,Medical
8/26/2022,IUS Pharmacy & Grocery,Acetylcysteine inhalation,1,162,Medical
8/19/2022,IUS Pharmacy & Grocery,"Acetylcysteine Inhalation, oral/nebulization",1,322,Medical
8/22/2022,IUS Pharmacy & Grocery,Acetylcysteine Injection,1,317,Medical
1/14/2023,IUS Pharmacy & Grocery,Acetylcysteine Intravenous,1,119,Medical
4/27/2022,IUS Pharmacy & Grocery,Acetylcysteine Solution,1,185,Medical
7/26/2022,IUS Pharmacy & Grocery,Acetyl-L-Carnitine,1,393,Medical
1/20/2023,IUS Pharmacy & Grocery,Achromycin V,1,408,Medical
8/15/2022,IUS Pharmacy & Grocery,Acid Controller Complete Dual Action,1,335,Medical
9/12/2022,IUS Pharmacy & Grocery,Acid Controller Original Strength,1,109,Medical
8/13/2022,IUS Pharmacy & Grocery,Acid Gone,1,412,Medical
6/6/2022,IUS Pharmacy & Grocery,Acid Gone Extra Strength,1,278,Medical
6/5/2022,IUS Pharmacy & Grocery,Acidic Vaginal Jelly vaginal,1,287,Medical
12/4/2022,IUS Pharmacy & Grocery,Acid Jelly vaginal,1,236,Medical
4/27/2022,IUS Pharmacy & Grocery,Acidophilus,1,289,Medical
9/1/2022,IUS Pharmacy & Grocery,Acid Reducer,1,341,Medical
4/8/2022,IUS Pharmacy & Grocery,Acid Relief,1,203,Medical
9/18/2022,IUS Pharmacy & Grocery,Aci-Jel vaginal,1,445,Medical
5/8/2022,IUS Pharmacy & Grocery,Aciphex,1,314,Medical
12/2/2022,IUS Pharmacy & Grocery,Aciphex (Rabeprazole Delayed-Release Tablets),1,405,Medical
1/27/2022,IUS Pharmacy & Grocery,Aciphex (Rabeprazole Sprinkle Capsules),1,400,Medical
12/17/2022,IUS Pharmacy & Grocery,AcipHex Sprinkle,1,445,Medical
3/18/2022,IUS Pharmacy & Grocery,Acitretin,1,137,Medical
7/30/2022,IUS Pharmacy & Grocery,Acitretin Capsules,1,444,Medical
1/28/2022,IUS Pharmacy & Grocery,Ackee,1,108,Medical
4/22/2022,IUS Pharmacy & Grocery,Aclaro,1,199,Medical
1/1/2023,IUS Pharmacy & Grocery,Aclaro Emulsion,1,161,Medical
12/22/2022,IUS Pharmacy & Grocery,Aclaro PD Emulsion,1,255,Medical
3/11/2022,IUS Pharmacy & Grocery,Aclasta,1,400,Medical
8/19/2022,IUS Pharmacy & Grocery,Aclidinium,1,227,Medical
1/13/2023,IUS Pharmacy & Grocery,Aclidinium Bromide,1,125,Medical
8/7/2022,IUS Pharmacy & Grocery,Aclidinium and formoterol,1,164,Medical
8/10/2022,IUS Pharmacy & Grocery,Aclidinium and formoterol Inhalation,1,266,Medical
12/5/2022,IUS Pharmacy & Grocery,Aclidinium Inhalation,1,177,Medical
3/6/2022,IUS Pharmacy & Grocery,Aclovate,1,363,Medical
9/10/2022,IUS Pharmacy & Grocery,Acne 10 Gel Topical,1,215,Medical
2/22/2022,IUS Pharmacy & Grocery,Acne-Aid Gel Topical,1,125,Medical
12/25/2022,IUS Pharmacy & Grocery,Acne-Clear,1,412,Medical
1/2/2023,IUS Pharmacy & Grocery,AcneFree Severe Clearing System,1,408,Medical
4/9/2022,IUS Pharmacy & Grocery,Acne Topical,1,220,Medical
12/13/2022,IUS Pharmacy & Grocery,Acne Treatment,1,250,Medical
4/1/2022,IUS Pharmacy & Grocery,Acnevir,1,105,Medical
12/6/2022,IUS Pharmacy & Grocery,Acne Wash Topical,1,373,Medical
4/10/2022,IUS Pharmacy & Grocery,Acnex Topical,1,300,Medical
5/29/2022,IUS Pharmacy & Grocery,Acnomel Acne Mask Topical,1,370,Medical
7/9/2022,IUS Pharmacy & Grocery,Acnomel Bp 5 Topical,1,163,Medical
5/5/2022,IUS Pharmacy & Grocery,Acnomel Skin Tone Topical,1,334,Medical
10/20/2022,IUS Pharmacy & Grocery,Acnomel Vanishing Topical,1,378,Medical
9/6/2022,IUS Pharmacy & Grocery,Acomplia,1,111,Medical
11/18/2022,IUS Pharmacy & Grocery,Aconite,1,369,Medical
7/25/2022,IUS Pharmacy & Grocery,Acrivastine and pseudoephedrine,1,191,Medical
9/28/2022,IUS Pharmacy & Grocery,Actamin,1,161,Medical
12/21/2022,IUS Pharmacy & Grocery,Actamin Maximum Strength,1,406,Medical
1/2/2022,IUS Pharmacy & Grocery,ACT COVID-19 Antibody Test,1,361,Medical
2/27/2022,IUS Pharmacy & Grocery,Actemra,1,188,Medical
5/6/2022,IUS Pharmacy & Grocery,Actemra (Tocilizumab Auto-Injectors),1,249,Medical
1/8/2022,IUS Pharmacy & Grocery,Actemra (Tocilizumab (Intravenous)),1,256,Medical
12/2/2022,IUS Pharmacy & Grocery,Actemra (Tocilizumab Prefilled Syringes),1,120,Medical
7/15/2022,IUS Pharmacy & Grocery,ACT Fluoride Rinse,1,370,Medical
4/5/2022,IUS Pharmacy & Grocery,Acthar,1,434,Medical
2/23/2022,IUS Pharmacy & Grocery,"Acthar Gel, H.P.",1,322,Medical
9/21/2022,IUS Pharmacy & Grocery,ActHIB,1,242,Medical
6/11/2022,IUS Pharmacy & Grocery,Acthrel,1,346,Medical
7/4/2022,IUS Pharmacy & Grocery,Acticin,1,372,Medical
3/24/2022,IUS Pharmacy & Grocery,Acticin Topical,1,278,Medical
9/22/2022,IUS Pharmacy & Grocery,Acticlate,1,111,Medical
7/19/2022,IUS Pharmacy & Grocery,Actidose,1,347,Medical
4/18/2022,IUS Pharmacy & Grocery,Actidose-Aqua,1,139,Medical
1/18/2023,IUS Pharmacy & Grocery,Actidose/Sorbitol,1,296,Medical
1/10/2022,IUS Pharmacy & Grocery,Actifed,1,223,Medical
10/25/2022,IUS Pharmacy & Grocery,Actifed Cold & Allergy,1,104,Medical
8/30/2022,IUS Pharmacy & Grocery,Actifed Sinus Regular,1,430,Medical
5/7/2022,IUS Pharmacy & Grocery,Actigall,1,441,Medical
11/11/2022,IUS Pharmacy & Grocery,Actimmune,1,421,Medical
10/21/2022,IUS Pharmacy & Grocery,Actimol Children's,1,361,Medical
11/6/2022,IUS Pharmacy & Grocery,Actimol Infant,1,147,Medical
9/1/2022,IUS Pharmacy & Grocery,Actiprofen,1,230,Medical
1/3/2023,IUS Pharmacy & Grocery,Actiq,1,383,Medical
10/22/2022,IUS Pharmacy & Grocery,Actisite,1,201,Medical
6/8/2022,IUS Pharmacy & Grocery,Activase,1,360,Medical
7/19/2022,IUS Pharmacy & Grocery,Activated Charcoal,1,301,Medical
1/19/2022,IUS Pharmacy & Grocery,Activated Charcoal Capsules and Tablets,1,301,Medical
8/15/2022,IUS Pharmacy & Grocery,Activated Charcoal Liquid,1,249,Medical
2/24/2022,IUS Pharmacy & Grocery,Active FE,1,144,Medical
1/2/2022,IUS Pharmacy & Grocery,Activella,1,414,Medical
5/15/2022,IUS Pharmacy & Grocery,Activella Oral,1,215,Medical
2/15/2022,IUS Pharmacy & Grocery,Active OB,1,278,Medical
2/27/2022,IUS Pharmacy & Grocery,ACTIVE-PAC with Gabapentin,1,364,Medical
9/2/2022,IUS Pharmacy & Grocery,ActivICE,1,406,Medical
8/8/2022,IUS Pharmacy & Grocery,Actonel,1,288,Medical
5/2/2022,IUS Pharmacy & Grocery,Actonel with Calcium,1,177,Medical
6/2/2022,IUS Pharmacy & Grocery,Actoplus Met,1,252,Medical
10/13/2022,IUS Pharmacy & Grocery,Actoplus Met XR,1,173,Medical
2/17/2022,IUS Pharmacy & Grocery,Actos,1,246,Medical
1/22/2022,IUS Pharmacy & Grocery,Acuflex,1,147,Medical
3/27/2022,IUS Pharmacy & Grocery,Acular,1,368,Medical
7/15/2022,IUS Pharmacy & Grocery,Acular eent,1,259,Medical
11/5/2022,IUS Pharmacy & Grocery,Acular LS,1,121,Medical
7/21/2022,IUS Pharmacy & Grocery,Acular PF,1,436,Medical
1/24/2022,IUS Pharmacy & Grocery,Acunistat-30 Injection System,1,366,Medical
12/1/2022,IUS Pharmacy & Grocery,Acunistat-60 Injection System,1,296,Medical
12/16/2022,IUS Pharmacy & Grocery,Acunivive 15 Injection System,1,350,Medical
2/20/2022,IUS Pharmacy & Grocery,Acunivive 30 Injection System,1,247,Medical
8/7/2022,IUS Pharmacy & Grocery,Acunivive 60 Injection System,1,403,Medical
1/19/2023,IUS Pharmacy & Grocery,Acunivive 90 Injection System,1,120,Medical
12/18/2022,IUS Pharmacy & Grocery,Acunol,1,134,Medical
12/2/2022,IUS Pharmacy & Grocery,Acuvail,1,234,Medical
1/25/2022,IUS Pharmacy & Grocery,Acyclovir,1,385,Medical
1/10/2023,IUS Pharmacy & Grocery,Acyclovir Buccal mucosa,1,173,Medical
1/1/2022,IUS Pharmacy & Grocery,Acyclovir Buccal Tablets,1,274,Medical
7/4/2022,IUS Pharmacy & Grocery,Acyclovir Capsules,1,154,Medical
12/2/2022,IUS Pharmacy & Grocery,Acyclovir Capsules and Tablets,1,395,Medical
1/28/2022,IUS Pharmacy & Grocery,Acyclovir Cream,1,320,Medical
1/12/2023,IUS Pharmacy & Grocery,Acyclovir and Hydrocortisone,1,325,Medical
4/8/2022,IUS Pharmacy & Grocery,Acyclovir and hydrocortisone topical,1,115,Medical
6/29/2022,IUS Pharmacy & Grocery,Acyclovir and hydrocortisone Topical application,1,223,Medical
1/16/2022,IUS Pharmacy & Grocery,Acyclovir injection,1,436,Medical
7/9/2022,IUS Pharmacy & Grocery,Acyclovir IV Infusion,1,215,Medical
10/2/2022,IUS Pharmacy & Grocery,Acyclovir Ointment,1,339,Medical
9/1/2022,IUS Pharmacy & Grocery,Acyclovir Ophthalmic,1,396,Medical
1/8/2023,IUS Pharmacy & Grocery,"Acyclovir Oral, Intravenous",1,106,Medical
8/15/2022,IUS Pharmacy & Grocery,Acyclovir Oral Suspension,1,446,Medical
3/31/2022,IUS Pharmacy & Grocery,Acyclovir Sodium,1,436,Medical
3/11/2022,IUS Pharmacy & Grocery,Acyclovir Suspension,1,170,Medical
4/21/2022,IUS Pharmacy & Grocery,Acyclovir (Systemic),1,342,Medical
7/20/2022,IUS Pharmacy & Grocery,Acyclovir Tablets,1,180,Medical
4/17/2022,IUS Pharmacy & Grocery,Acyclovir topical,1,315,Medical
1/23/2022,IUS Pharmacy & Grocery,Acys-5,1,213,Medical
10/4/2022,IUS Pharmacy & Grocery,Aczone,1,258,Medical
4/28/2022,IUS Pharmacy & Grocery,Aczone Topical,1,133,Medical
1/9/2022,IUS Pharmacy & Grocery,Adacel,1,258,Medical
4/1/2022,IUS Pharmacy & Grocery,Adacel Intramuscular,1,231,Medical
7/22/2022,IUS Pharmacy & Grocery,Adacel Tdap,1,180,Medical
7/5/2022,IUS Pharmacy & Grocery,Adagen,1,222,Medical
5/23/2022,IUS Pharmacy & Grocery,Adakveo,1,221,Medical
6/25/2022,IUS Pharmacy & Grocery,Adakveo Injection,1,193,Medical
10/6/2022,IUS Pharmacy & Grocery,Adalat CC,1,379,Medical
4/14/2022,IUS Pharmacy & Grocery,Adalimumab,1,123,Medical
7/12/2022,IUS Pharmacy & Grocery,Adalimumab-adaz Subcutaneous,1,445,Medical
4/3/2022,IUS Pharmacy & Grocery,Adalimumab-adbm Subcutaneous,1,335,Medical
5/15/2022,IUS Pharmacy & Grocery,Adalimumab-atto Subcutaneous,1,274,Medical
7/22/2022,IUS Pharmacy & Grocery,Adalimumab-bwwd Subcutaneous,1,119,Medical
9/26/2022,IUS Pharmacy & Grocery,Adalimumab Prefilled Pens and Syringes,1,383,Medical
1/1/2022,IUS Pharmacy & Grocery,Adalimumab Subcutaneous,1,204,Medical
3/11/2022,IUS Pharmacy & Grocery,Adalimumab Vials,1,282,Medical
2/1/2022,IUS Pharmacy & Grocery,Adapalene,1,126,Medical
4/19/2022,IUS Pharmacy & Grocery,Adapalene and Benzoyl Peroxide,1,308,Medical
3/17/2022,IUS Pharmacy & Grocery,Adapalene and Benzoyl Peroxide Gel,1,222,Medical
10/26/2022,IUS Pharmacy & Grocery,Adapalene and benzoyl peroxide topical,1,219,Medical
3/12/2022,IUS Pharmacy & Grocery,Adapalene and benzoyl peroxide Topical application,1,324,Medical
